Date,Price,Open,High,Low,Vol.,Change %
05/09/2017,4.159,4.24,4.35,4.128,,-0.30%
05/08/2017,4.1716,4.24,4.2675,4.15,,-0.91%
05/05/2017,4.21,4.24,4.275,4.16,,0.48%
05/04/2017,4.19,4.24,4.265,4.175,,0.34%
05/03/2017,4.1758,4.15,4.35,4.14,,-0.34%
05/02/2017,4.19,4.15,4.25,4.14,,-0.48%
05/01/2017,4.21,4.15,4.23,4.15,,0.84%
04/28/2017,4.1748,4.15,4.2414,4.115,,-0.54%
04/27/2017,4.1975,4.15,4.35,4.105,,-0.06%
04/26/2017,4.2,4.23,4.2675,4.135,,0.48%
04/25/2017,4.18,4.15,4.27,4.13,,2.26%
04/24/2017,4.0877,4.21,4.265,4.1143,,-1.14%
04/21/2017,4.135,4.1163,4.275,4.0704,,0.95%
04/20/2017,4.0959,4.1525,4.26,4.1,,-0.63%
04/19/2017,4.1218,4.23,4.27,4.095,,-1.37%
04/18/2017,4.179,4.23,4.35,4.1365,,-0.10%
04/17/2017,4.1832,4.23,4.241,4.2116,,-0.04%
04/14/2017,4.185,4.23,4.2408,4.205,,-0.16%
04/13/2017,4.1916,4.16,4.2825,4.14,,-0.57%
04/12/2017,4.2158,4.16,4.365,4.145,,-0.71%
04/11/2017,4.2458,4.23,4.29,4.14,,0.81%
04/10/2017,4.2116,4.16,4.35,4.14,,1.75%
04/07/2017,4.1392,4.16,4.33,4.13,,-0.20%
04/06/2017,4.1474,4.35,4.35,4.115,,-3.55%
04/05/2017,4.3,4.35,4.37,4.1788,,1.25%
04/04/2017,4.2471,4.35,4.375,4.23,,-0.34%
04/03/2017,4.2614,4.35,4.395,4.2075,,-0.13%
03/31/2017,4.267,4.35,4.425,4.2525,,-0.10%
03/30/2017,4.2713,4.3475,4.445,4.2975,,-0.60%
03/29/2017,4.2971,4.35,4.385,4.305,,-0.46%
03/28/2017,4.3171,4.35,4.4,4.265,,-0.20%
03/27/2017,4.3257,4.35,4.54,4.225,,-0.33%
03/24/2017,4.34,4.47,4.49,4.2225,,0.07%
03/23/2017,4.3371,4.47,4.56,4.3075,,-2.34%
03/22/2017,4.4411,4.5275,4.6025,4.4225,,-0.76%
03/21/2017,4.475,4.545,4.63,4.44,,0.31%
03/20/2017,4.461,4.545,4.665,4.47,,-1.09%
03/17/2017,4.51,4.615,4.625,4.4825,,0.08%
03/16/2017,4.5065,4.535,4.65,4.495,,-0.20%
03/15/2017,4.5155,4.595,4.625,4.465,,-1.41%
03/14/2017,4.58,4.615,4.645,4.505,,-0.11%
03/13/2017,4.585,4.615,4.6575,4.445,,0.80%
03/10/2017,4.5486,4.615,4.7175,4.5743,,-0.30%
03/09/2017,4.5624,4.615,4.6925,4.5325,,-0.20%
03/08/2017,4.5716,4.745,4.745,4.55,,-0.30%
03/07/2017,4.5854,4.745,4.775,4.535,,-2.34%
03/06/2017,4.6953,4.745,4.8,4.595,,-0.31%
03/03/2017,4.71,4.69,4.785,4.65,,-0.42%
03/02/2017,4.73,4.575,4.775,4.49,,0.42%
03/01/2017,4.71,4.695,4.7325,4.475,,0.43%
02/28/2017,4.69,4.5558,4.73,4.49,,1.74%
02/27/2017,4.61,4.575,4.68,4.49,,1.10%
02/24/2017,4.56,4.52,4.63,4.465,,1.09%
02/23/2017,4.511,4.565,4.61,4.42,,0.00%
02/22/2017,4.511,4.545,4.595,4.475,,1.00%
02/21/2017,4.4665,4.38,4.563,4.3775,,-1.40%
02/20/2017,4.53,4.485,4.5775,4.395,,0.22%
02/17/2017,4.52,4.38,4.555,4.335,,1.80%
02/16/2017,4.44,4.405,4.505,4.335,,1.11%
02/15/2017,4.3912,4.405,4.49,4.35,,0.20%
02/14/2017,4.3824,4.415,4.455,4.38,,-0.20%
02/13/2017,4.3912,4.375,4.455,4.3307,,-0.90%
02/10/2017,4.4312,4.375,4.4654,4.335,,-0.42%
02/09/2017,4.45,4.45,4.4658,4.355,,0.42%
02/08/2017,4.4312,4.385,4.4604,4.315,,2.37%
02/07/2017,4.3285,4.4175,4.44,4.305,,-0.20%
02/06/2017,4.3371,4.27,4.42,4.26,,-0.98%
02/03/2017,4.38,4.3875,4.405,4.27,,0.11%
02/02/2017,4.375,4.3575,4.42,4.27,,0.69%
02/01/2017,4.345,4.28,4.385,4.27,,-0.02%
01/31/2017,4.3457,4.3413,4.3875,4.26,,0.70%
01/30/2017,4.3157,4.28,4.39,4.255,,-0.33%
01/27/2017,4.33,4.28,4.36,4.26,,2.53%
01/26/2017,4.2232,4.28,4.375,4.2566,,0.00%
01/25/2017,4.2232,4.36,4.3613,4.245,,-0.20%
01/24/2017,4.2316,4.36,4.3735,4.244,,0.46%
01/23/2017,4.2122,4.28,4.3725,4.2461,,-2.89%
01/20/2017,4.3375,4.28,4.3725,4.255,,1.23%
01/19/2017,4.285,4.2775,4.3506,4.2461,,1.53%
01/18/2017,4.2206,4.2955,4.3425,4.24,,-0.30%
01/17/2017,4.2332,4.3,4.3258,4.23,,-0.63%
01/16/2017,4.26,4.3,4.3075,4.22,,0.47%
01/13/2017,4.24,4.3,4.305,4.2108,,0.00%
01/12/2017,4.24,4.24,4.305,4.215,,1.40%
01/11/2017,4.1816,4.3,4.3058,4.215,,-1.22%
01/10/2017,4.2332,4.3,4.3058,4.21,,-0.20%
01/09/2017,4.2416,4.3,4.34,4.219,,0.04%
01/06/2017,4.24,4.3,4.315,4.215,,0.30%
01/05/2017,4.2274,4.3038,4.3236,4.215,,0.75%
01/04/2017,4.1958,4.3038,4.315,4.131,,-1.90%
01/03/2017,4.2771,4.3038,4.38,4.205,,0.00%
01/02/2017,4.2771,4.2771,4.2771,4.2771,,0.00%
12/30/2016,4.2771,4.3038,4.3135,4.15,,0.00%
12/29/2016,4.2771,4.3038,4.3135,4.135,,0.00%
12/28/2016,4.2771,4.3038,4.4,4.175,,0.00%
12/27/2016,4.2771,4.3038,4.3038,4.3038,,0.00%
12/26/2016,4.2771,4.3038,4.3038,4.3038,,-0.53%
12/23/2016,4.3,4.3038,4.3275,4.155,,0.54%
12/22/2016,4.2771,4.3038,4.325,4.145,,1.35%
12/21/2016,4.22,4.225,4.3038,4.14,,2.93%
12/20/2016,4.1,4.3038,4.3436,4.125,,-4.14%
12/19/2016,4.2771,4.125,4.4,4.055,,0.00%
12/16/2016,4.2771,4.125,4.3038,4.105,,0.00%
12/15/2016,4.2771,4.2188,4.3038,4.089,,4.57%
12/14/2016,4.09,4.2188,4.2288,4.05,,-0.24%
12/13/2016,4.1,4.2188,4.2387,3.994,,-1.32%
12/12/2016,4.155,4.2188,4.3286,4.14,,-2.85%
12/09/2016,4.2771,4.4,4.4,4.125,,0.00%
12/08/2016,4.2771,4.4,4.4,4.14,,0.00%
12/07/2016,4.2771,4.3038,4.4,4.18,,-0.30%
12/06/2016,4.29,4.315,4.3975,4.155,,0.30%
12/05/2016,4.2771,4.325,4.4125,4.141,,4.32%
12/02/2016,4.1,4.2,4.2375,4.1625,,-3.07%
12/01/2016,4.23,4.2,4.445,4.13,,1.18%
11/30/2016,4.1806,4.2,4.48,4.145,,-0.10%
11/29/2016,4.1848,4.2,4.3851,4.045,,-0.30%
11/28/2016,4.1974,4.05,4.298,4,,1.63%
11/25/2016,4.13,4.05,4.265,3.9535,,0.98%
11/24/2016,4.09,4.05,4.2161,3.9842,,3.02%
11/23/2016,3.97,4.05,4.13,3.98,,0.10%
11/22/2016,3.966,4.05,4.1177,3.9626,,-0.10%
11/21/2016,3.97,3.983,4.0893,3.9434,,0.66%
11/18/2016,3.9441,3.983,4.08,3.9336,,-0.30%
11/17/2016,3.956,3.983,4.0625,3.923,,-0.25%
11/16/2016,3.966,3.983,4.0475,3.9375,,2.49%
11/15/2016,3.8695,3.9825,4.0575,3.9248,,-0.20%
11/14/2016,3.8773,3.9825,4.06,3.9013,,-2.97%
11/11/2016,3.996,3.9825,4.0499,3.9344,,1.36%
11/10/2016,3.9422,3.9825,4.0504,3.912,,-0.15%
11/09/2016,3.948,3.9825,4.0425,3.9575,,-0.20%
11/08/2016,3.956,3.9925,4.0038,3.96,,0.10%
11/07/2016,3.952,3.975,4.0038,3.9475,,-0.20%
11/04/2016,3.96,3.96,4.0246,3.7549,,2.08%
11/03/2016,3.8793,3.975,4.0424,3.9065,,0.10%
11/02/2016,3.8754,3.97,4.0409,3.9277,,-0.10%
11/01/2016,3.8793,3.975,4.0383,3.8825,,-2.28%
10/31/2016,3.97,4.0006,4.0373,3.9433,,-0.03%
10/28/2016,3.971,4.0006,4.0336,3.9378,,0.28%
10/27/2016,3.96,4.0006,4.0328,3.9195,,0.20%
10/26/2016,3.952,4.0006,4.0373,3.904,,1.92%
10/25/2016,3.8774,4.0006,4.0323,3.9179,,0.00%
10/24/2016,3.8774,4.0006,4.0451,3.904,,-0.20%
10/21/2016,3.8852,3.965,4.0378,3.9095,,-0.10%
10/20/2016,3.8891,4,4.0599,3.8541,,0.05%
10/19/2016,3.8871,4,4.0323,3.9065,,0.40%
10/18/2016,3.8716,3.975,4.0323,3.9065,,-2.48%
10/17/2016,3.97,4,4,3.9295,,0.90%
10/14/2016,3.9344,4,4.0002,3.9467,,-0.10%
10/13/2016,3.9383,4,4,3.9195,,-0.10%
10/12/2016,3.9422,4,4,3.905,,-0.10%
10/11/2016,3.9461,4,4,3.935,,1.08%
10/10/2016,3.9038,4,4.0333,3.9054,,0.18%
10/07/2016,3.8969,4,4.0323,3.8544,,0.30%
10/06/2016,3.8852,4,4.0323,3.9013,,-0.30%
10/05/2016,3.8969,4,4.0323,3.8544,,-0.66%
10/04/2016,3.9227,4,4,3.9409,,-0.69%
10/03/2016,3.95,4,4,3.9195,,0.40%
09/30/2016,3.9344,4,4.0025,3.9467,,-0.20%
09/29/2016,3.9422,4,4.0175,3.9075,,-0.20%
09/28/2016,3.95,3.9504,4.0101,3.9181,,-0.05%
09/27/2016,3.952,3.9504,4.0101,3.9181,,3.06%
09/26/2016,3.8348,3.9504,4.0602,3.8969,,-3.89%
09/23/2016,3.99,3.9504,4.0068,3.9181,,4.05%
09/22/2016,3.8348,3.9504,4.0299,3.8937,,-0.20%
09/21/2016,3.8424,3.9325,4.0222,3.8937,,-0.10%
09/20/2016,3.8462,3.95,4.0426,3.8586,,-0.10%
09/19/2016,3.85,3.9504,4.0075,3.8845,,0.00%
09/16/2016,3.85,3.9504,4.0007,3.8975,,-0.10%
09/15/2016,3.8539,3.95,3.9995,3.8725,,-0.20%
09/14/2016,3.8617,3.945,4.0199,3.8974,,-1.70%
09/13/2016,3.9283,3.9559,4.015,3.898,,-0.10%
09/12/2016,3.9322,3.9559,4.0054,3.8343,,0.66%
09/09/2016,3.9066,3.95,4.0129,3.9075,,0.10%
09/08/2016,3.9027,3.9559,4.0129,3.9005,,-0.10%
09/07/2016,3.9066,3.9559,4.0129,3.8425,,-0.20%
09/06/2016,3.9144,3.9559,4.0194,3.8343,,-0.40%
09/05/2016,3.93,3.9559,4.0211,3.7797,,0.20%
09/02/2016,3.9222,3.9559,4.0206,3.875,,1.44%
09/01/2016,3.8667,3.9559,4.0216,3.8795,,0.03%
08/31/2016,3.8657,3.9559,4.0181,3.85,,0.25%
08/30/2016,3.856,3.975,4.012,3.8293,,0.30%
08/29/2016,3.8443,3.9559,4.0221,3.7797,,-0.75%
08/26/2016,3.8733,3.9559,4.0129,3.8956,,-1.15%
08/25/2016,3.9183,3.955,4.0154,3.8164,,3.69%
08/24/2016,3.7788,3.8604,4.0257,3.8307,,-1.40%
08/23/2016,3.8324,3.935,4.0237,3.825,,-0.51%
08/22/2016,3.8522,3.94,4.0257,3.8293,,0.00%
08/19/2016,3.8522,3.94,4.0097,3.865,,0.10%
08/18/2016,3.8483,3.94,4.02,3.865,,-0.10%
08/17/2016,3.8522,3.945,4.015,3.875,,-0.20%
08/16/2016,3.86,3.95,4.0063,3.86,,0.20%
08/15/2016,3.8522,3.96,4.0093,3.8725,,-1.98%
08/12/2016,3.93,3.938,3.9675,3.8825,,0.04%
08/11/2016,3.9283,3.96,3.9675,3.8775,,0.06%
08/10/2016,3.9261,3.96,3.9675,3.8775,,0.00%
08/09/2016,3.9261,3.96,3.9675,3.88,,-0.35%
08/08/2016,3.94,3.96,3.9687,3.87,,-0.38%
08/05/2016,3.955,3.96,3.985,3.905,,0.64%
08/04/2016,3.93,3.945,3.97,3.91,,0.00%
08/03/2016,3.93,3.9433,3.9713,3.87,,-0.15%
08/02/2016,3.9361,3.9645,3.9666,3.88,,0.10%
08/01/2016,3.9322,3.9645,3.9829,3.86,,2.91%
07/29/2016,3.821,3.9645,3.9875,3.87,,0.00%
07/28/2016,3.821,3.945,3.9725,3.8655,,-2.53%
07/27/2016,3.92,3.945,3.9875,3.879,,2.39%
07/26/2016,3.8286,3.945,3.9875,3.8238,,-0.87%
07/25/2016,3.8622,3.9475,3.9704,3.8775,,-1.63%
07/22/2016,3.9261,3.9475,3.9925,3.8575,,2.07%
07/21/2016,3.8466,3.95,4.0025,3.8775,,-0.20%
07/20/2016,3.8544,3.95,4.005,3.88,,-1.55%
07/19/2016,3.915,3.95,4.0075,3.88,,1.37%
07/18/2016,3.8622,3.95,4.0075,3.8538,,-1.63%
07/15/2016,3.9261,3.95,4.0075,3.83,,0.56%
07/14/2016,3.9044,3.95,4.0078,3.8588,,-0.10%
07/13/2016,3.9083,3.925,4.0085,3.8575,,-0.35%
07/12/2016,3.9222,3.95,4.0075,3.8588,,-0.10%
07/11/2016,3.9261,3.95,3.9875,3.8588,,0.71%
07/08/2016,3.8983,3.95,3.9725,3.8625,,1.72%
07/07/2016,3.8324,3.95,3.98,3.8463,,-2.19%
07/06/2016,3.9183,3.95,3.96,3.8613,,0.21%
07/05/2016,3.91,3.95,3.9705,3.8588,,-0.89%
07/04/2016,3.945,3.95,3.9693,3.85,,0.38%
07/01/2016,3.93,3.95,3.99,3.94,,-0.25%
06/30/2016,3.94,3.95,3.99,3.86,,1.23%
06/29/2016,3.8922,3.92,3.9785,3.8613,,1.46%
06/28/2016,3.8362,3.95,3.984,3.8412,,-1.38%
06/27/2016,3.89,3.925,3.9775,3.835,,0.10%
06/24/2016,3.8861,3.925,3.9575,3.8538,,-0.61%
06/23/2016,3.91,3.925,3.9775,3.8625,,0.36%
06/22/2016,3.8961,3.925,3.9815,3.865,,0.36%
06/21/2016,3.8822,3.925,3.97,3.855,,-0.46%
06/20/2016,3.9,3.925,3.961,3.8417,,2.81%
06/17/2016,3.7934,3.925,3.97,3.8405,,-2.39%
06/16/2016,3.8861,3.925,3.9525,3.8261,,0.62%
06/15/2016,3.8622,3.87,3.9775,3.8088,,1.61%
06/14/2016,3.801,3.925,3.99,3.8131,,0.00%
06/13/2016,3.801,3.925,3.971,3.8311,,-1.53%
06/10/2016,3.86,3.925,3.968,3.83,,0.62%
06/09/2016,3.8362,3.925,3.96,3.8349,,-0.52%
06/08/2016,3.8561,3.8683,3.95,3.855,,0.16%
06/07/2016,3.85,3.91,3.9538,3.815,,0.89%
06/06/2016,3.8162,3.884,3.9225,3.79,,0.20%
06/03/2016,3.8086,3.884,3.9203,3.8293,,-0.20%
06/02/2016,3.8162,3.884,3.9333,3.8075,,0.00%
06/01/2016,3.8162,3.884,3.9075,3.8,,0.20%
05/31/2016,3.8086,3.884,3.91,3.7875,,-1.71%
05/30/2016,3.875,3.884,3.8903,3.8,,1.44%
05/27/2016,3.82,3.884,3.9025,3.8281,,-0.96%
05/26/2016,3.857,3.83,3.9385,3.8,,1.17%
05/25/2016,3.8124,3.83,3.8613,3.8237,,-0.10%
05/24/2016,3.8162,3.83,3.9,3.8175,,0.26%
05/23/2016,3.8062,3.83,3.8975,3.8125,,-1.42%
05/20/2016,3.8611,3.83,3.8775,3.81,,1.34%
05/19/2016,3.81,3.84,3.8625,3.7981,,-0.52%
05/18/2016,3.83,3.83,3.866,3.7962,,1.42%
05/17/2016,3.7762,3.83,3.8895,3.78,,-0.92%
05/16/2016,3.8112,3.83,3.8777,3.785,,0.03%
05/13/2016,3.81,3.8166,3.8675,3.8025,,0.26%
05/12/2016,3.8,3.83,3.8738,3.785,,0.20%
05/11/2016,3.7924,3.83,3.8588,3.765,,0.70%
05/10/2016,3.7662,3.83,3.9163,3.7831,,-1.28%
05/09/2016,3.815,3.83,3.8438,3.785,,-0.13%
05/06/2016,3.8199,3.83,3.8575,3.8,,1.63%
05/05/2016,3.7586,3.83,3.8575,3.775,,-0.10%
05/04/2016,3.7624,3.83,3.8525,3.78,,0.00%
05/03/2016,3.7624,3.83,3.855,3.7682,,-0.27%
05/02/2016,3.7724,3.83,3.8613,3.78,,-0.10%
04/29/2016,3.7762,3.83,3.8375,3.76,,0.00%
04/28/2016,3.7762,3.83,3.8525,3.785,,-0.53%
04/27/2016,3.7962,3.83,3.8625,3.7862,,0.00%
04/26/2016,3.7962,3.83,3.8704,3.78,,-0.36%
04/25/2016,3.81,3.83,3.8375,3.765,,0.56%
04/22/2016,3.7886,3.83,3.855,3.79,,-1.08%
04/21/2016,3.83,3.83,3.8588,3.8025,,0.36%
04/20/2016,3.8162,3.83,3.855,3.7904,,0.16%
04/19/2016,3.81,3.8158,3.8525,3.7875,,-0.16%
04/18/2016,3.8162,3.8158,3.8614,3.8131,,0.26%
04/15/2016,3.8062,3.85,3.865,3.8131,,0.36%
04/14/2016,3.7924,3.85,3.8625,3.8112,,-0.35%
04/13/2016,3.8058,3.85,3.8689,3.815,,-0.01%
04/12/2016,3.8062,3.85,3.862,3.79,,-0.10%
04/11/2016,3.81,3.845,3.97,3.8125,,-0.39%
04/08/2016,3.825,3.845,3.87,3.79,,0.13%
04/07/2016,3.82,3.845,3.9163,3.7785,,0.00%
04/06/2016,3.82,3.965,3.965,3.795,,0.26%
04/05/2016,3.81,3.855,3.89,3.7863,,0.00%
04/04/2016,3.81,3.965,3.965,3.7975,,0.01%
04/01/2016,3.8096,3.84,3.88,3.781,,0.09%
03/31/2016,3.8062,3.965,3.965,3.81,,-0.42%
03/30/2016,3.8224,3.965,3.965,3.75,,0.14%
03/29/2016,3.8172,3.965,3.98,3.7725,,0.13%
03/28/2016,3.8124,3.965,3.965,3.8412,,-0.46%
03/25/2016,3.83,3.965,3.965,3.845,,0.46%
03/24/2016,3.8124,3.965,4.01,3.786,,-0.23%
03/23/2016,3.821,3.965,3.965,3.7725,,-0.23%
03/22/2016,3.83,3.965,3.965,3.835,,0.56%
03/21/2016,3.8086,3.965,3.965,3.775,,-0.62%
03/18/2016,3.8324,3.965,3.965,3.765,,0.56%
03/17/2016,3.8112,3.965,3.985,3.8306,,-0.75%
03/16/2016,3.84,3.965,3.965,3.7935,,0.00%
03/15/2016,3.84,3.965,3.965,3.825,,0.36%
03/14/2016,3.8262,3.965,3.965,3.8275,,-0.16%
03/11/2016,3.8324,3.965,3.985,3.7965,,-0.26%
03/10/2016,3.8424,3.965,3.985,3.8015,,0.41%
03/09/2016,3.8268,3.965,3.965,3.825,,-0.50%
03/08/2016,3.8462,3.965,3.965,3.82,,0.36%
03/07/2016,3.8324,3.965,3.9908,3.81,,-0.36%
03/04/2016,3.8462,3.965,3.985,3.8175,,-0.36%
03/03/2016,3.86,3.965,3.985,3.795,,-1.53%
03/02/2016,3.92,3.965,3.985,3.825,,0.00%
03/01/2016,3.92,3.965,3.965,3.8675,,2.18%
02/29/2016,3.8362,3.965,3.9958,3.8575,,-1.66%
02/26/2016,3.9011,3.965,3.99,3.8581,,-0.38%
02/25/2016,3.9161,3.965,3.99,3.83,,0.10%
02/24/2016,3.9122,3.965,4.025,3.86,,-1.26%
02/23/2016,3.962,3.965,4.025,3.8613,,-0.10%
02/22/2016,3.966,3.965,3.9852,3.83,,0.10%
02/19/2016,3.962,3.965,3.995,3.83,,-0.10%
02/18/2016,3.966,3.98,3.995,3.915,,0.10%
02/17/2016,3.962,3.965,3.9914,3.875,,0.50%
02/16/2016,3.9422,3.965,3.995,3.935,,-0.45%
02/15/2016,3.96,3.965,4,3.92,,-0.25%
02/12/2016,3.97,3.965,4.045,3.865,,0.25%
02/11/2016,3.96,3.975,4.0225,3.9323,,2.49%
02/10/2016,3.8639,3.965,4.01,3.892,,-0.84%
02/09/2016,3.8968,3.965,4.02,3.91,,-0.10%
02/08/2016,3.9007,3.965,4.02,3.9,,1.58%
02/05/2016,3.84,3.965,4.03,3.8412,,-3.76%
02/04/2016,3.99,3.965,4.035,3.855,,0.00%
02/03/2016,3.99,3.965,4.04,3.865,,0.55%
02/02/2016,3.968,3.965,4.07,3.855,,-0.30%
02/01/2016,3.98,3.965,4.075,3.835,,1.12%
01/29/2016,3.9361,3.97,4.08,3.925,,-0.50%
01/28/2016,3.956,3.965,4.0675,3.8412,,-0.25%
01/27/2016,3.966,3.965,4.06,3.875,,0.50%
01/26/2016,3.9461,3.965,4.135,3.81,,-0.10%
01/25/2016,3.95,3.965,4.0754,3.8,,3.57%
01/22/2016,3.8138,3.965,4.03,3.8024,,-1.00%
01/21/2016,3.8522,3.965,4.0155,3.855,,1.14%
01/20/2016,3.8089,3.965,4.01,3.7924,,-0.45%
01/19/2016,3.8262,3.965,4.015,3.795,,-2.39%
01/18/2016,3.92,3.81,4.01,3.8,,3.74%
01/15/2016,3.7786,3.81,4.019,3.7943,,-0.57%
01/14/2016,3.8003,3.81,4.06,3.7675,,-0.68%
01/13/2016,3.8262,3.81,4.02,3.795,,1.26%
01/12/2016,3.7786,3.81,3.955,3.79,,-0.26%
01/11/2016,3.7886,3.81,3.905,3.7675,,-0.72%
01/08/2016,3.8162,3.81,3.865,3.79,,0.43%
01/07/2016,3.8,3.815,3.885,3.7675,,-0.26%
01/06/2016,3.81,3.81,3.88,3.765,,0.26%
01/05/2016,3.8,3.83,3.855,3.7563,,0.10%
01/04/2016,3.7962,3.83,3.855,3.79,,0.43%
01/01/2016,3.78,3.81,3.88,3.82,,-0.53%
12/31/2015,3.8,3.83,3.853,3.785,,0.10%
12/30/2015,3.7962,3.83,3.855,3.785,,-0.10%
12/29/2015,3.8,3.83,3.855,3.7513,,-0.26%
12/28/2015,3.81,3.83,3.845,3.7722,,0.79%
12/25/2015,3.78,3.78,3.78,3.78,,-0.53%
12/24/2015,3.8,3.815,3.8498,3.795,,-0.51%
12/23/2015,3.8195,3.8012,3.85,3.796,,0.25%
12/22/2015,3.81,3.83,3.855,3.7863,,1.28%
12/21/2015,3.762,3.83,3.855,3.76,,0.15%
12/18/2015,3.7562,3.83,3.8485,3.7781,,-0.89%
12/17/2015,3.79,3.83,3.855,3.7605,,0.00%
12/16/2015,3.79,3.718,3.84,3.7072,,4.10%
12/15/2015,3.6407,3.83,3.865,3.7254,,-2.97%
12/14/2015,3.7521,3.83,3.86,3.7811,,-1.26%
12/11/2015,3.8,3.83,3.8625,3.79,,0.74%
12/10/2015,3.7719,3.83,3.8575,3.75,,2.57%
12/09/2015,3.6775,3.83,3.855,3.7388,,-3.22%
12/08/2015,3.8,3.83,3.85,3.745,,1.78%
12/07/2015,3.7334,3.83,3.8538,3.7617,,1.04%
12/04/2015,3.695,3.83,3.835,3.7475,,-2.25%
12/03/2015,3.78,3.83,3.8425,3.7481,,1.49%
12/02/2015,3.7244,3.83,3.845,3.7481,,0.00%
12/01/2015,3.7244,3.83,3.85,3.7481,,-0.24%
11/30/2015,3.7334,3.83,3.8575,3.7004,,-2.01%
11/27/2015,3.81,3.83,3.8575,3.7662,,1.87%
11/26/2015,3.74,3.83,3.8575,3.765,,3.87%
11/25/2015,3.6007,3.83,3.8563,3.7004,,-5.74%
11/24/2015,3.82,3.83,3.8875,3.7369,,2.02%
11/23/2015,3.7445,3.775,3.86,3.7723,,-1.48%
11/20/2015,3.8009,3.775,3.85,3.7296,,3.36%
11/19/2015,3.6775,3.827,3.89,3.7388,,-1.00%
11/18/2015,3.7146,3.79,3.8775,3.75,,-2.25%
11/17/2015,3.8,3.79,3.855,3.7388,,0.00%
11/16/2015,3.8,3.79,3.86,3.77,,0.00%
11/13/2015,3.8,3.79,3.85,3.7275,,-0.26%
11/12/2015,3.81,3.79,3.84,3.7625,,0.13%
11/11/2015,3.805,3.79,3.855,3.7625,,0.13%
11/10/2015,3.8,3.79,3.89,3.77,,1.28%
11/09/2015,3.7521,3.795,3.84,3.77,,0.00%
11/06/2015,3.7521,3.89,3.89,3.7117,,-0.99%
11/05/2015,3.7896,3.89,3.89,3.735,,-0.25%
11/04/2015,3.7992,3.89,3.89,3.7275,,-0.79%
11/03/2015,3.8296,3.89,3.89,3.7325,,-1.03%
11/02/2015,3.8696,3.805,3.915,3.74,,5.16%
10/30/2015,3.6796,3.835,3.9075,3.7398,,-2.39%
10/29/2015,3.7696,3.81,3.9,3.73,,0.01%
10/28/2015,3.7692,3.825,3.9,3.725,,-0.80%
10/27/2015,3.7996,3.825,3.875,3.725,,0.80%
10/26/2015,3.7696,3.825,3.895,3.725,,0.83%
10/23/2015,3.7384,3.825,3.885,3.7605,,-1.09%
10/22/2015,3.7796,3.83,3.9,3.7325,,-0.54%
10/21/2015,3.8,3.86,3.895,3.715,,-1.80%
10/20/2015,3.8696,3.9,3.915,3.75,,-0.01%
10/19/2015,3.87,3.82,3.915,3.765,,2.95%
10/16/2015,3.7592,3.82,3.9,3.7525,,0.56%
10/15/2015,3.7384,3.7504,3.8875,3.6906,,-1.36%
10/14/2015,3.79,3.77,3.88,3.6775,,1.37%
10/13/2015,3.7388,3.77,3.85,3.635,,-1.35%
10/12/2015,3.79,3.77,3.94,3.665,,1.08%
10/09/2015,3.7496,3.77,3.825,3.725,,0.27%
10/08/2015,3.7396,3.79,3.93,3.715,,1.00%
10/07/2015,3.7026,3.93,3.93,3.71,,-0.76%
10/06/2015,3.7309,3.905,3.9052,3.69,,1.11%
10/05/2015,3.69,3.795,3.825,3.67,,1.37%
10/02/2015,3.64,3.7138,3.815,3.6634,,-0.09%
10/01/2015,3.6432,3.795,3.9052,3.615,,-2.33%
09/30/2015,3.73,3.76,3.9054,3.675,,-0.43%
09/29/2015,3.7462,3.795,3.94,3.615,,-0.07%
09/28/2015,3.7488,3.8,3.9081,3.705,,-1.35%
09/25/2015,3.8,3.9,3.95,3.7436,,-0.78%
09/24/2015,3.83,3.855,3.915,3.83,,0.02%
09/23/2015,3.8292,3.9,3.9228,3.725,,-0.27%
09/22/2015,3.8396,3.89,4.015,3.775,,-1.27%
09/21/2015,3.8888,4.02,4.03,3.8504,,-0.03%
09/18/2015,3.89,4.02,4.095,3.83,,-0.24%
09/17/2015,3.8992,4.02,4.135,3.865,,-2.28%
09/16/2015,3.99,4.02,4.105,3.82,,1.53%
09/15/2015,3.93,3.905,4.115,3.875,,2.39%
09/14/2015,3.8384,4.02,4.09,3.8667,,-0.02%
09/11/2015,3.8392,3.895,4.115,3.8696,,-0.02%
09/10/2015,3.84,3.905,4.07,3.715,,0.00%
09/09/2015,3.84,3.905,4.0725,3.7063,,0.01%
09/08/2015,3.8396,4.05,4.05,3.75,,1.04%
09/07/2015,3.8,3.82,4.05,3.7,,1.33%
09/04/2015,3.75,3.85,3.875,3.625,,0.81%
09/03/2015,3.72,3.85,3.865,3.685,,0.54%
09/02/2015,3.7,3.91,3.935,3.66,,-1.86%
09/01/2015,3.77,3.9,3.9738,3.7,,-2.08%
08/31/2015,3.85,4.02,4.2,3.85,,-3.27%
08/28/2015,3.98,4.09,4.225,3.97,,-1.73%
08/27/2015,4.05,4.3,4.3248,4.025,,-4.71%
08/26/2015,4.25,4.24,4.3596,4.105,,-0.45%
08/25/2015,4.2692,4.28,4.365,4.1525,,1.06%
08/24/2015,4.2246,4.25,4.39,4.135,,0.72%
08/21/2015,4.1946,4.2,4.3248,4.02,,0.12%
08/20/2015,4.1896,4.02,4.3,3.965,,2.20%
08/19/2015,4.0996,4.13,4.215,3.99,,-0.50%
